=== Model Evaluation Results ===

Image: 6.bmp_4738_0.png | Predicted: 0 | Actual: 0 | Probability: 94.22%
Image: 6.bmp_4013_0.png | Predicted: 0 | Actual: 0 | Probability: 53.11%
Image: 6.bmp_3503_0.png | Predicted: 0 | Actual: 0 | Probability: 83.55%
Image: 6.bmp_4850_0.png | Predicted: 0 | Actual: 0 | Probability: 83.48%
Image: 6.bmp_1158_0.png | Predicted: 0 | Actual: 0 | Probability: 63.73%
Image: 6.bmp_1589_0.png | Predicted: 0 | Actual: 0 | Probability: 87.45%
Image: 6.bmp_3053_1.png | Predicted: 0 | Actual: 1 | Probability: 70.40%
Image: 6.bmp_512_0.png | Predicted: 0 | Actual: 0 | Probability: 77.00%
Image: 6.bmp_2016_1.png | Predicted: 1 | Actual: 1 | Probability: 91.66%
Image: 6.bmp_980_0.png | Predicted: 0 | Actual: 0 | Probability: 99.30%
Image: 6.bmp_557_0.png | Predicted: 0 | Actual: 0 | Probability: 93.53%
Image: 6.bmp_2482_1.png | Predicted: 0 | Actual: 1 | Probability: 52.68%
Image: 6.bmp_186_0.png | Predicted: 0 | Actual: 0 | Probability: 91.43%
Image: 6.bmp_938_0.png | Predicted: 0 | Actual: 0 | Probability: 95.86%
Image: 6.bmp_2296_0.png | Predicted: 0 | Actual: 0 | Probability: 88.97%
Image: 6.bmp_2647_0.png | Predicted: 0 | Actual: 0 | Probability: 94.77%
Image: 6.bmp_2602_0.png | Predicted: 0 | Actual: 0 | Probability: 90.29%
Image: 6.bmp_3647_0.png | Predicted: 0 | Actual: 0 | Probability: 84.39%
Image: 6.bmp_4357_0.png | Predicted: 0 | Actual: 0 | Probability: 99.14%
Image: 6.bmp_1531_0.png | Predicted: 0 | Actual: 0 | Probability: 95.40%
Image: 6.bmp_4786_0.png | Predicted: 0 | Actual: 0 | Probability: 95.54%
Image: 6.bmp_3296_0.png | Predicted: 1 | Actual: 0 | Probability: 89.60%
Image: 6.bmp_3602_0.png | Predicted: 0 | Actual: 0 | Probability: 91.67%
Image: 6.bmp_4312_0.png | Predicted: 0 | Actual: 0 | Probability: 94.50%
Image: 6.bmp_1688_0.png | Predicted: 0 | Actual: 0 | Probability: 93.57%
Image: 6.bmp_1259_0.png | Predicted: 0 | Actual: 0 | Probability: 94.91%
Image: 6.bmp_3929_0.png | Predicted: 1 | Actual: 0 | Probability: 52.66%
Image: 6.bmp_613_0.png | Predicted: 0 | Actual: 0 | Probability: 83.32%
Image: 6.bmp_2929_0.png | Predicted: 0 | Actual: 0 | Probability: 97.04%
Image: 6.bmp_656_0.png | Predicted: 0 | Actual: 0 | Probability: 94.45%
Image: 6.bmp_2317_0.png | Predicted: 0 | Actual: 0 | Probability: 80.65%
Image: 6.bmp_2352_0.png | Predicted: 0 | Actual: 0 | Probability: 86.62%
Image: 6.bmp_2783_0.png | Predicted: 0 | Actual: 0 | Probability: 81.97%
Image: 6.bmp_287_1.png | Predicted: 1 | Actual: 1 | Probability: 63.48%
Image: 6.bmp_1061_0.png | Predicted: 0 | Actual: 0 | Probability: 89.36%
Image: 6.bmp_4607_0.png | Predicted: 0 | Actual: 0 | Probability: 97.57%
Image: 6.bmp_1822_0.png | Predicted: 0 | Actual: 0 | Probability: 90.49%
Image: 6.bmp_3317_0.png | Predicted: 0 | Actual: 0 | Probability: 93.26%
Image: 6.bmp_3783_0.png | Predicted: 1 | Actual: 0 | Probability: 97.13%
Image: 6.bmp_4293_0.png | Predicted: 0 | Actual: 0 | Probability: 91.00%
Image: 6.bmp_4642_0.png | Predicted: 0 | Actual: 0 | Probability: 71.87%
Image: 6.bmp_1024_0.png | Predicted: 0 | Actual: 0 | Probability: 88.28%
Image: 6.bmp_3352_0.png | Predicted: 0 | Actual: 0 | Probability: 64.06%
Image: 6.bmp_1867_0.png | Predicted: 0 | Actual: 0 | Probability: 99.10%
Image: 6.bmp_1709_0.png | Predicted: 0 | Actual: 0 | Probability: 84.58%
Image: 6.bmp_4969_0.png | Predicted: 0 | Actual: 0 | Probability: 87.45%
Image: 6.bmp_1574_1.png | Predicted: 1 | Actual: 1 | Probability: 61.89%
Image: 6.bmp_343_0.png | Predicted: 0 | Actual: 0 | Probability: 95.19%
Image: 6.bmp_792_0.png | Predicted: 1 | Actual: 0 | Probability: 66.92%
Image: 6.bmp_306_0.png | Predicted: 0 | Actual: 0 | Probability: 95.90%
Image: 6.bmp_54_0.png | Predicted: 0 | Actual: 0 | Probability: 58.55%
Image: 6.bmp_2855_0.png | Predicted: 0 | Actual: 0 | Probability: 63.88%
Image: 6.bmp_11_0.png | Predicted: 0 | Actual: 0 | Probability: 91.60%
Image: 6.bmp_2053_0.png | Predicted: 0 | Actual: 0 | Probability: 52.17%
Image: 6.bmp_2810_0.png | Predicted: 0 | Actual: 0 | Probability: 91.68%
Image: 6.bmp_3016_0.png | Predicted: 1 | Actual: 0 | Probability: 53.51%
Image: 6.bmp_3855_0.png | Predicted: 0 | Actual: 0 | Probability: 72.26%
Image: 6.bmp_1360_0.png | Predicted: 1 | Actual: 0 | Probability: 85.92%
Image: 6.bmp_4506_0.png | Predicted: 0 | Actual: 0 | Probability: 95.12%
Image: 6.bmp_4994_0.png | Predicted: 0 | Actual: 0 | Probability: 94.64%
Image: 6.bmp_4543_0.png | Predicted: 0 | Actual: 0 | Probability: 94.43%
Image: 6.bmp_1325_0.png | Predicted: 0 | Actual: 0 | Probability: 85.45%
Image: 6.bmp_3810_0.png | Predicted: 0 | Actual: 0 | Probability: 82.99%
Image: 6.bmp_4192_0.png | Predicted: 0 | Actual: 0 | Probability: 92.17%
Image: 6.bmp_3482_0.png | Predicted: 0 | Actual: 0 | Probability: 93.74%
Image: 6.bmp_1630_1.png | Predicted: 1 | Actual: 1 | Probability: 99.69%
Image: 6.bmp_1408_0.png | Predicted: 0 | Actual: 0 | Probability: 67.56%
Image: 6.bmp_493_0.png | Predicted: 0 | Actual: 0 | Probability: 94.42%
Image: 6.bmp_801_0.png | Predicted: 0 | Actual: 0 | Probability: 93.75%
Image: 6.bmp_844_0.png | Predicted: 1 | Actual: 0 | Probability: 52.72%
Image: 6.bmp_3333_1.png | Predicted: 0 | Actual: 1 | Probability: 86.61%
Image: 6.bmp_4889_0.png | Predicted: 0 | Actual: 0 | Probability: 77.91%
Image: 6.bmp_3948_0.png | Predicted: 0 | Actual: 0 | Probability: 83.59%
Image: 6.bmp_8_0.png | Predicted: 0 | Actual: 0 | Probability: 92.21%
Image: 6.bmp_1000_1.png | Predicted: 1 | Actual: 1 | Probability: 92.43%
Image: 6.bmp_1238_0.png | Predicted: 0 | Actual: 0 | Probability: 95.15%
Image: 6.bmp_637_0.png | Predicted: 0 | Actual: 0 | Probability: 93.77%
Image: 6.bmp_2663_0.png | Predicted: 0 | Actual: 0 | Probability: 92.34%
Image: 6.bmp_2626_0.png | Predicted: 0 | Actual: 0 | Probability: 96.06%
Image: 6.bmp_3663_0.png | Predicted: 0 | Actual: 0 | Probability: 92.65%
Image: 6.bmp_4373_0.png | Predicted: 0 | Actual: 0 | Probability: 91.50%
Image: 6.bmp_1987_0.png | Predicted: 0 | Actual: 0 | Probability: 78.17%
Image: 6.bmp_3626_0.png | Predicted: 0 | Actual: 0 | Probability: 94.09%
Image: 6.bmp_1550_0.png | Predicted: 1 | Actual: 0 | Probability: 61.59%
Image: 6.bmp_4336_0.png | Predicted: 0 | Actual: 0 | Probability: 92.90%
Image: 6.bmp_1181_0.png | Predicted: 0 | Actual: 0 | Probability: 95.64%
Image: 6.bmp_1344_1.png | Predicted: 1 | Actual: 1 | Probability: 72.55%
Image: 6.bmp_536_0.png | Predicted: 1 | Actual: 0 | Probability: 58.80%
Image: 6.bmp_2871_1.png | Predicted: 1 | Actual: 1 | Probability: 79.56%
Image: 6.bmp_573_0.png | Predicted: 0 | Actual: 0 | Probability: 94.46%
Image: 6.bmp_5072_0.png | Predicted: 0 | Actual: 0 | Probability: 79.72%
Image: 6.bmp_5037_0.png | Predicted: 0 | Actual: 0 | Probability: 93.39%
Image: 6.bmp_2527_0.png | Predicted: 0 | Actual: 0 | Probability: 97.35%
Image: 6.bmp_4072_0.png | Predicted: 0 | Actual: 0 | Probability: 93.45%
Image: 6.bmp_1614_0.png | Predicted: 0 | Actual: 0 | Probability: 65.74%
Image: 6.bmp_3562_0.png | Predicted: 0 | Actual: 0 | Probability: 61.91%
Image: 6.bmp_4831_0.png | Predicted: 0 | Actual: 0 | Probability: 93.45%
Image: 6.bmp_1280_0.png | Predicted: 0 | Actual: 0 | Probability: 58.51%
Image: 6.bmp_1651_0.png | Predicted: 1 | Actual: 0 | Probability: 83.98%
Image: 6.bmp_4037_0.png | Predicted: 0 | Actual: 0 | Probability: 86.85%
Image: 6.bmp_4874_0.png | Predicted: 0 | Actual: 0 | Probability: 95.77%
Image: 6.bmp_3527_0.png | Predicted: 0 | Actual: 0 | Probability: 93.60%
Image: 6.bmp_1947_0.png | Predicted: 0 | Actual: 0 | Probability: 80.28%
Image: 6.bmp_3272_0.png | Predicted: 1 | Actual: 0 | Probability: 53.46%
Image: 6.bmp_1104_0.png | Predicted: 0 | Actual: 0 | Probability: 75.02%
Image: 6.bmp_1590_0.png | Predicted: 0 | Actual: 0 | Probability: 95.59%
Image: 6.bmp_1379_1.png | Predicted: 1 | Actual: 1 | Probability: 76.43%
Image: 6.bmp_3237_0.png | Predicted: 0 | Actual: 0 | Probability: 93.63%
Image: 6.bmp_1902_0.png | Predicted: 0 | Actual: 0 | Probability: 85.94%
Image: 6.bmp_4727_0.png | Predicted: 0 | Actual: 0 | Probability: 88.66%
Image: 6.bmp_2272_0.png | Predicted: 0 | Actual: 0 | Probability: 84.09%
Image: 6.bmp_776_1.png | Predicted: 0 | Actual: 1 | Probability: 77.94%
Image: 6.bmp_2237_0.png | Predicted: 1 | Actual: 0 | Probability: 76.95%
Image: 6.bmp_999_0.png | Predicted: 0 | Actual: 0 | Probability: 51.42%
Image: 6.bmp_2988_0.png | Predicted: 0 | Actual: 0 | Probability: 69.15%
Image: 6.bmp_2722_1.png | Predicted: 1 | Actual: 1 | Probability: 99.84%
Image: 6.bmp_226_0.png | Predicted: 0 | Actual: 0 | Probability: 94.38%
Image: 6.bmp_263_0.png | Predicted: 0 | Actual: 0 | Probability: 93.47%
Image: 6.bmp_4849_0.png | Predicted: 0 | Actual: 0 | Probability: 85.24%
Image: 6.bmp_3988_0.png | Predicted: 0 | Actual: 0 | Probability: 96.44%
Image: 6.bmp_1454_1.png | Predicted: 1 | Actual: 1 | Probability: 56.73%
Image: 6.bmp_1411_1.png | Predicted: 0 | Actual: 1 | Probability: 68.63%
Image: 6.bmp_1205_0.png | Predicted: 0 | Actual: 0 | Probability: 92.64%
Image: 6.bmp_4463_0.png | Predicted: 0 | Actual: 0 | Probability: 88.14%
Image: 6.bmp_3173_0.png | Predicted: 0 | Actual: 0 | Probability: 96.92%
Image: 6.bmp_4426_0.png | Predicted: 0 | Actual: 0 | Probability: 94.79%
Image: 6.bmp_1240_0.png | Predicted: 1 | Actual: 0 | Probability: 54.00%
Image: 6.bmp_3975_0.png | Predicted: 0 | Actual: 0 | Probability: 96.22%
Image: 6.bmp_3136_0.png | Predicted: 0 | Actual: 0 | Probability: 73.85%
Image: 6.bmp_1078_1.png | Predicted: 1 | Actual: 1 | Probability: 94.02%
Image: 6.bmp_1691_0.png | Predicted: 0 | Actual: 0 | Probability: 93.50%
Image: 6.bmp_2930_0.png | Predicted: 0 | Actual: 0 | Probability: 94.98%
Image: 6.bmp_2975_0.png | Predicted: 0 | Actual: 0 | Probability: 90.27%
Image: 6.bmp_2136_0.png | Predicted: 0 | Actual: 0 | Probability: 76.55%
Image: 6.bmp_127_0.png | Predicted: 0 | Actual: 0 | Probability: 63.11%
Image: 6.bmp_964_0.png | Predicted: 0 | Actual: 0 | Probability: 94.44%
Image: 6.bmp_162_0.png | Predicted: 0 | Actual: 0 | Probability: 92.13%
Image: 6.bmp_3423_1.png | Predicted: 0 | Actual: 1 | Probability: 89.36%
Image: 6.bmp_1384_1.png | Predicted: 1 | Actual: 1 | Probability: 93.93%
Image: 6.bmp_1528_0.png | Predicted: 0 | Actual: 0 | Probability: 95.92%
Image: 6.bmp_383_0.png | Predicted: 0 | Actual: 0 | Probability: 91.07%
Image: 6.bmp_2868_0.png | Predicted: 0 | Actual: 0 | Probability: 55.57%
Image: 6.bmp_69_0.png | Predicted: 0 | Actual: 0 | Probability: 89.94%
Image: 6.bmp_717_0.png | Predicted: 0 | Actual: 0 | Probability: 95.45%
Image: 6.bmp_1318_0.png | Predicted: 0 | Actual: 0 | Probability: 89.39%
Image: 6.bmp_3868_0.png | Predicted: 0 | Actual: 0 | Probability: 88.82%
Image: 6.bmp_4216_0.png | Predicted: 0 | Actual: 0 | Probability: 91.73%
Image: 6.bmp_1470_0.png | Predicted: 1 | Actual: 0 | Probability: 66.71%
Image: 6.bmp_3706_0.png | Predicted: 0 | Actual: 0 | Probability: 92.23%
Image: 6.bmp_1435_0.png | Predicted: 0 | Actual: 0 | Probability: 61.85%
Image: 6.bmp_4253_0.png | Predicted: 0 | Actual: 0 | Probability: 94.15%
Image: 6.bmp_3743_0.png | Predicted: 0 | Actual: 0 | Probability: 84.91%
Image: 6.bmp_3392_0.png | Predicted: 0 | Actual: 0 | Probability: 78.26%
Image: 6.bmp_4682_0.png | Predicted: 0 | Actual: 0 | Probability: 60.72%
Image: 6.bmp_879_0.png | Predicted: 0 | Actual: 0 | Probability: 85.27%
Image: 6.bmp_2706_0.png | Predicted: 0 | Actual: 0 | Probability: 91.16%
Image: 6.bmp_2743_0.png | Predicted: 0 | Actual: 0 | Probability: 90.66%
Image: 6.bmp_453_0.png | Predicted: 0 | Actual: 0 | Probability: 84.69%
Image: 6.bmp_416_0.png | Predicted: 0 | Actual: 0 | Probability: 95.05%
Image: 6.bmp_884_0.png | Predicted: 0 | Actual: 0 | Probability: 94.41%
Image: 6.bmp_1019_0.png | Predicted: 0 | Actual: 0 | Probability: 93.15%
Image: 6.bmp_3895_0.png | Predicted: 0 | Actual: 0 | Probability: 95.99%
Image: 6.bmp_1549_1.png | Predicted: 1 | Actual: 1 | Probability: 93.74%
Image: 6.bmp_3407_0.png | Predicted: 0 | Actual: 0 | Probability: 91.32%
Image: 6.bmp_1198_1.png | Predicted: 1 | Actual: 1 | Probability: 53.25%
Image: 6.bmp_4954_0.png | Predicted: 0 | Actual: 0 | Probability: 95.34%
Image: 6.bmp_4117_0.png | Predicted: 0 | Actual: 0 | Probability: 91.70%
Image: 6.bmp_1771_0.png | Predicted: 0 | Actual: 0 | Probability: 91.70%
Image: 6.bmp_4583_0.png | Predicted: 0 | Actual: 0 | Probability: 87.69%
Image: 6.bmp_3093_0.png | Predicted: 0 | Actual: 0 | Probability: 94.48%
Image: 6.bmp_4911_0.png | Predicted: 0 | Actual: 0 | Probability: 93.72%
Image: 6.bmp_3442_0.png | Predicted: 0 | Actual: 0 | Probability: 87.79%
Image: 6.bmp_1734_0.png | Predicted: 0 | Actual: 0 | Probability: 83.64%
Image: 6.bmp_4152_0.png | Predicted: 0 | Actual: 0 | Probability: 93.44%
Image: 6.bmp_2407_0.png | Predicted: 0 | Actual: 0 | Probability: 75.37%
Image: 6.bmp_94_0.png | Predicted: 0 | Actual: 0 | Probability: 86.28%
Image: 6.bmp_5117_0.png | Predicted: 0 | Actual: 0 | Probability: 92.82%
Image: 6.bmp_2895_0.png | Predicted: 0 | Actual: 0 | Probability: 79.50%
Image: 6.bmp_2442_0.png | Predicted: 0 | Actual: 0 | Probability: 81.34%
Image: 6.bmp_597_1.png | Predicted: 1 | Actual: 1 | Probability: 98.35%
Image: 6.bmp_2093_0.png | Predicted: 0 | Actual: 0 | Probability: 69.88%
Image: 6.bmp_2619_0.png | Predicted: 0 | Actual: 0 | Probability: 92.21%
Image: 6.bmp_966_0.png | Predicted: 0 | Actual: 0 | Probability: 91.26%
Image: 6.bmp_160_0.png | Predicted: 0 | Actual: 0 | Probability: 93.19%
Image: 6.bmp_923_0.png | Predicted: 1 | Actual: 0 | Probability: 87.68%
Image: 6.bmp_4309_0.png | Predicted: 0 | Actual: 0 | Probability: 93.32%
Image: 6.bmp_3619_0.png | Predicted: 0 | Actual: 0 | Probability: 93.27%
Image: 6.bmp_3932_0.png | Predicted: 1 | Actual: 0 | Probability: 55.19%
Image: 6.bmp_4461_0.png | Predicted: 0 | Actual: 0 | Probability: 90.51%
Image: 6.bmp_1207_0.png | Predicted: 0 | Actual: 0 | Probability: 93.82%
Image: 6.bmp_3171_0.png | Predicted: 0 | Actual: 0 | Probability: 58.50%
Image: 6.bmp_1242_0.png | Predicted: 0 | Actual: 0 | Probability: 66.35%
Image: 6.bmp_4424_0.png | Predicted: 0 | Actual: 0 | Probability: 95.48%
Image: 6.bmp_3977_0.png | Predicted: 0 | Actual: 0 | Probability: 95.88%
Image: 6.bmp_2932_0.png | Predicted: 0 | Actual: 0 | Probability: 96.53%
Image: 6.bmp_2171_0.png | Predicted: 0 | Actual: 0 | Probability: 79.72%
Image: 6.bmp_608_0.png | Predicted: 0 | Actual: 0 | Probability: 97.72%
Image: 6.bmp_2977_0.png | Predicted: 0 | Actual: 0 | Probability: 92.69%
Image: 6.bmp_430_1.png | Predicted: 1 | Actual: 1 | Probability: 70.21%
Image: 6.bmp_2134_0.png | Predicted: 0 | Actual: 0 | Probability: 90.80%
Image: 6.bmp_224_0.png | Predicted: 0 | Actual: 0 | Probability: 76.55%
Image: 6.bmp_2518_0.png | Predicted: 0 | Actual: 0 | Probability: 94.33%
Image: 6.bmp_5008_0.png | Predicted: 0 | Actual: 0 | Probability: 80.93%
Image: 6.bmp_261_0.png | Predicted: 0 | Actual: 0 | Probability: 92.76%
Image: 6.bmp_3518_0.png | Predicted: 1 | Actual: 0 | Probability: 52.51%
Image: 6.bmp_4008_0.png | Predicted: 0 | Actual: 0 | Probability: 92.33%
Image: 6.bmp_1456_1.png | Predicted: 1 | Actual: 1 | Probability: 99.04%
Image: 6.bmp_3048_1.png | Predicted: 0 | Actual: 1 | Probability: 94.55%
Image: 6.bmp_1945_0.png | Predicted: 0 | Actual: 0 | Probability: 80.87%
Image: 6.bmp_3270_0.png | Predicted: 1 | Actual: 0 | Probability: 84.06%
Image: 6.bmp_4760_0.png | Predicted: 0 | Actual: 0 | Probability: 94.37%
Image: 6.bmp_1106_0.png | Predicted: 0 | Actual: 0 | Probability: 91.08%
Image: 6.bmp_1592_0.png | Predicted: 1 | Actual: 0 | Probability: 62.29%
Image: 6.bmp_3235_0.png | Predicted: 0 | Actual: 0 | Probability: 93.37%
Image: 6.bmp_1900_0.png | Predicted: 0 | Actual: 0 | Probability: 78.59%
Image: 6.bmp_1143_0.png | Predicted: 0 | Actual: 0 | Probability: 90.48%
Image: 6.bmp_4725_0.png | Predicted: 1 | Actual: 0 | Probability: 56.15%
Image: 6.bmp_2270_0.png | Predicted: 0 | Actual: 0 | Probability: 87.83%
Image: 6.bmp_3897_0.png | Predicted: 0 | Actual: 0 | Probability: 98.17%
Image: 6.bmp_3405_0.png | Predicted: 0 | Actual: 0 | Probability: 84.38%
Image: 6.bmp_4956_0.png | Predicted: 0 | Actual: 0 | Probability: 86.74%
Image: 6.bmp_4115_0.png | Predicted: 0 | Actual: 0 | Probability: 94.01%
Image: 6.bmp_4581_0.png | Predicted: 0 | Actual: 0 | Probability: 89.24%
Image: 6.bmp_3091_0.png | Predicted: 0 | Actual: 0 | Probability: 75.37%
Image: 6.bmp_4913_0.png | Predicted: 0 | Actual: 0 | Probability: 94.82%
Image: 6.bmp_3440_0.png | Predicted: 1 | Actual: 0 | Probability: 90.31%
Image: 6.bmp_4150_0.png | Predicted: 1 | Actual: 0 | Probability: 64.83%
Image: 6.bmp_1736_0.png | Predicted: 0 | Actual: 0 | Probability: 80.51%
Image: 6.bmp_96_0.png | Predicted: 0 | Actual: 0 | Probability: 91.67%
Image: 6.bmp_5115_0.png | Predicted: 0 | Actual: 0 | Probability: 95.43%
Image: 6.bmp_2897_0.png | Predicted: 1 | Actual: 0 | Probability: 62.95%
Image: 6.bmp_339_0.png | Predicted: 0 | Actual: 0 | Probability: 94.68%
Image: 6.bmp_2440_0.png | Predicted: 0 | Actual: 0 | Probability: 80.67%
Image: 6.bmp_595_1.png | Predicted: 1 | Actual: 1 | Probability: 64.56%
Image: 6.bmp_2091_0.png | Predicted: 0 | Actual: 0 | Probability: 95.01%
Image: 6.bmp_451_0.png | Predicted: 1 | Actual: 0 | Probability: 52.74%
Image: 6.bmp_669_1.png | Predicted: 1 | Actual: 1 | Probability: 83.52%
Image: 6.bmp_414_0.png | Predicted: 0 | Actual: 0 | Probability: 94.24%
Image: 6.bmp_2328_0.png | Predicted: 0 | Actual: 0 | Probability: 96.64%
Image: 6.bmp_886_0.png | Predicted: 0 | Actual: 0 | Probability: 91.75%
Image: 6.bmp_1858_0.png | Predicted: 0 | Actual: 0 | Probability: 69.18%
Image: 6.bmp_1223_1.png | Predicted: 1 | Actual: 1 | Probability: 78.09%
Image: 6.bmp_3328_0.png | Predicted: 0 | Actual: 0 | Probability: 89.26%
Image: 6.bmp_4638_0.png | Predicted: 0 | Actual: 0 | Probability: 77.91%
Image: 6.bmp_1472_0.png | Predicted: 0 | Actual: 0 | Probability: 88.19%
Image: 6.bmp_4214_0.png | Predicted: 0 | Actual: 0 | Probability: 86.42%
Image: 6.bmp_3704_0.png | Predicted: 1 | Actual: 0 | Probability: 99.43%
Image: 6.bmp_4251_0.png | Predicted: 0 | Actual: 0 | Probability: 76.44%
Image: 6.bmp_1437_0.png | Predicted: 0 | Actual: 0 | Probability: 54.10%
Image: 6.bmp_3741_0.png | Predicted: 0 | Actual: 0 | Probability: 96.36%
Image: 6.bmp_3390_0.png | Predicted: 0 | Actual: 0 | Probability: 87.59%
Image: 6.bmp_4680_0.png | Predicted: 0 | Actual: 0 | Probability: 91.79%
Image: 6.bmp_2704_0.png | Predicted: 0 | Actual: 0 | Probability: 94.27%
Image: 6.bmp_2390_0.png | Predicted: 1 | Actual: 0 | Probability: 58.75%
Image: 6.bmp_2741_0.png | Predicted: 0 | Actual: 0 | Probability: 94.90%
Image: 6.bmp_381_0.png | Predicted: 0 | Actual: 0 | Probability: 94.96%
Image: 6.bmp_2029_0.png | Predicted: 0 | Actual: 0 | Probability: 88.16%
Image: 6.bmp_715_0.png | Predicted: 0 | Actual: 0 | Probability: 70.06%
Image: 6.bmp_3211_1.png | Predicted: 0 | Actual: 1 | Probability: 79.43%
Image: 6.bmp_4539_0.png | Predicted: 0 | Actual: 0 | Probability: 66.09%
Image: 6.bmp_3029_0.png | Predicted: 0 | Actual: 0 | Probability: 66.55%
Image: 6.bmp_1898_0.png | Predicted: 0 | Actual: 0 | Probability: 94.73%
Image: 6.bmp_3501_1.png | Predicted: 1 | Actual: 1 | Probability: 74.40%
Image: 6.bmp_3739_0.png | Predicted: 0 | Actual: 0 | Probability: 92.90%
Image: 6.bmp_491_0.png | Predicted: 0 | Actual: 0 | Probability: 93.48%
Image: 6.bmp_803_0.png | Predicted: 0 | Actual: 0 | Probability: 95.01%
Image: 6.bmp_2739_0.png | Predicted: 0 | Actual: 0 | Probability: 96.44%
Image: 6.bmp_846_0.png | Predicted: 0 | Actual: 0 | Probability: 96.24%
Image: 6.bmp_728_0.png | Predicted: 0 | Actual: 0 | Probability: 91.92%
Image: 6.bmp_56_0.png | Predicted: 1 | Actual: 0 | Probability: 55.26%
Image: 6.bmp_2014_0.png | Predicted: 0 | Actual: 0 | Probability: 83.36%
Image: 6.bmp_2857_0.png | Predicted: 0 | Actual: 0 | Probability: 79.68%
Image: 6.bmp_2480_0.png | Predicted: 0 | Actual: 0 | Probability: 93.44%
Image: 6.bmp_13_0.png | Predicted: 0 | Actual: 0 | Probability: 91.80%
Image: 6.bmp_2051_0.png | Predicted: 1 | Actual: 0 | Probability: 61.45%
Image: 6.bmp_3014_0.png | Predicted: 0 | Actual: 0 | Probability: 78.55%
Image: 6.bmp_3857_0.png | Predicted: 0 | Actual: 0 | Probability: 92.21%
Image: 6.bmp_4504_0.png | Predicted: 0 | Actual: 0 | Probability: 95.67%
Image: 6.bmp_1362_0.png | Predicted: 0 | Actual: 0 | Probability: 80.85%
Image: 6.bmp_4996_0.png | Predicted: 0 | Actual: 0 | Probability: 78.94%
Image: 6.bmp_3051_0.png | Predicted: 0 | Actual: 0 | Probability: 79.86%
Image: 6.bmp_1327_0.png | Predicted: 1 | Actual: 0 | Probability: 55.61%
Image: 6.bmp_4541_0.png | Predicted: 0 | Actual: 0 | Probability: 93.86%
Image: 6.bmp_3812_0.png | Predicted: 1 | Actual: 0 | Probability: 70.53%
Image: 6.bmp_4190_0.png | Predicted: 0 | Actual: 0 | Probability: 92.84%
Image: 6.bmp_3480_0.png | Predicted: 0 | Actual: 0 | Probability: 89.03%
Image: 6.bmp_3645_1.png | Predicted: 0 | Actual: 1 | Probability: 78.69%
Image: 6.bmp_4128_0.png | Predicted: 0 | Actual: 0 | Probability: 87.19%
Image: 6.bmp_3438_0.png | Predicted: 1 | Actual: 0 | Probability: 92.53%
Image: 6.bmp_1576_1.png | Predicted: 1 | Actual: 1 | Probability: 52.73%
Image: 6.bmp_4310_1.png | Predicted: 0 | Actual: 1 | Probability: 68.45%
Image: 6.bmp_341_0.png | Predicted: 0 | Actual: 0 | Probability: 94.81%
Image: 6.bmp_2645_1.png | Predicted: 1 | Actual: 1 | Probability: 57.72%
Image: 6.bmp_790_0.png | Predicted: 0 | Actual: 0 | Probability: 62.72%
Image: 6.bmp_304_0.png | Predicted: 0 | Actual: 0 | Probability: 91.42%
Image: 6.bmp_2438_0.png | Predicted: 0 | Actual: 0 | Probability: 84.56%
Image: 6.bmp_2350_0.png | Predicted: 0 | Actual: 0 | Probability: 91.91%
Image: 6.bmp_2781_0.png | Predicted: 0 | Actual: 0 | Probability: 94.70%
Image: 6.bmp_4605_0.png | Predicted: 0 | Actual: 0 | Probability: 82.58%
Image: 6.bmp_1063_0.png | Predicted: 0 | Actual: 0 | Probability: 94.23%
Image: 6.bmp_1820_0.png | Predicted: 0 | Actual: 0 | Probability: 79.13%
Image: 6.bmp_3315_0.png | Predicted: 0 | Actual: 0 | Probability: 94.57%
Image: 6.bmp_3781_0.png | Predicted: 0 | Actual: 0 | Probability: 95.19%
Image: 6.bmp_4291_0.png | Predicted: 0 | Actual: 0 | Probability: 93.56%
Image: 6.bmp_1026_0.png | Predicted: 0 | Actual: 0 | Probability: 83.65%
Image: 6.bmp_4640_0.png | Predicted: 1 | Actual: 0 | Probability: 51.96%
Image: 6.bmp_3350_0.png | Predicted: 1 | Actual: 0 | Probability: 84.83%
Image: 6.bmp_1865_0.png | Predicted: 0 | Actual: 0 | Probability: 94.22%
Image: 6.bmp_5070_0.png | Predicted: 0 | Actual: 0 | Probability: 88.30%
Image: 6.bmp_2389_1.png | Predicted: 1 | Actual: 1 | Probability: 92.84%
Image: 6.bmp_2560_0.png | Predicted: 0 | Actual: 0 | Probability: 93.22%
Image: 6.bmp_5035_0.png | Predicted: 0 | Actual: 0 | Probability: 96.68%
Image: 6.bmp_2525_0.png | Predicted: 0 | Actual: 0 | Probability: 98.12%
Image: 6.bmp_219_0.png | Predicted: 0 | Actual: 0 | Probability: 98.11%
Image: 6.bmp_4070_0.png | Predicted: 0 | Actual: 0 | Probability: 87.04%
Image: 6.bmp_3560_0.png | Predicted: 0 | Actual: 0 | Probability: 86.81%
Image: 6.bmp_4833_0.png | Predicted: 0 | Actual: 0 | Probability: 93.62%
Image: 6.bmp_1282_0.png | Predicted: 0 | Actual: 0 | Probability: 95.22%
Image: 6.bmp_4035_0.png | Predicted: 0 | Actual: 0 | Probability: 92.35%
